Hugo_Symbol	Entrez_Gene_Id	TCGA-BL-A13J-11	TCGA-BT-A20N-11	TCGA-BT-A20Q-11	TCGA-BT-A20R-11	TCGA-BT-A20U-11	TCGA-BT-A20W-11	TCGA-BT-A2LA-11	TCGA-BT-A2LB-11	TCGA-CU-A0YN-11	TCGA-CU-A0YR-11	TCGA-GC-A3BM-11	TCGA-GC-A3WC-11	TCGA-GC-A6I3-11	TCGA-GD-A2C5-11	TCGA-GD-A3OP-11	TCGA-GD-A3OQ-11	TCGA-K4-A3WV-11	TCGA-K4-A54R-11	TCGA-K4-A5RI-11
UQCRFS1	7386	-0.4101	-0.7387	-0.1081	0.1813	0.4087	-0.8083	1.4599	0.8559	0.7059	-0.5513	-0.6048	-0.844	3.0926	-0.9236	0.6528	-1.1197	-0.5831	-0.4278	-0.2377
UQCRH	7388	-1.0537	-1.1261	-1.0418	-0.0621	2.2044	-0.232	1.8016	0.5848	-1.0996	-0.4504	-0.3615	-0.2943	1.8536	0.1362	0.1485	-0.7664	0.6219	-0.9695	0.1068
UQCRHL	440567	-0.8664	-0.7486	-1.4845	0.1193	2.1101	-0.1687	1.596	0.5875	-1.1094	-0.5875	0.0902	-0.4128	1.6605	0.9531	-0.3567	-0.8935	0.7819	-1.0435	-0.227
UQCRQ	27089	-1.277	-0.9529	-1.1654	-0.686	1.3152	-0.301	1.9934	0.4256	-0.6241	-0.4815	-1.1523	-0.9163	1.9486	0.0252	0.2866	0.2967	1.2877	-0.3597	0.3373
URB1	9875	1.5855	1.4572	1.3233	2.0408	-0.2445	-0.3899	-1.569	-0.3205	0.2658	-0.5001	-0.7138	-0.0203	-1.3118	-1.046	0.3943	0.5628	0.0804	-0.4262	-1.1682
URB2	9816	-1.1255	-0.0318	-1.0135	1.2145	-0.5021	0.7278	-0.2139	2.3551	-0.8254	-0.795	0.0487	-1.0376	-0.7911	0.3039	-0.5432	-0.6149	0.2027	2.199	0.4422
URGCP	55665	0.3917	0.067	1.2497	0.1504	-1.9703	-1.6132	1.3135	-0.1928	0.1209	0.8632	0.5439	1.0609	-2.3581	-0.5183	-0.0289	0.0622	0.8634	0.3514	-0.3565
URM1	81605	-0.5844	-0.813	-0.4049	-1.5248	-0.0601	0.3713	1.0821	-1.0386	-0.6148	0.066	-0.52	0.0789	2.9538	0.0117	0.3792	-0.0911	0.9974	-1.2723	0.9836
UROC1	131669	-2.1551	-2.1551	-2.1551	-1.0003	-0.1673	-2.1551	-0.9359	-2.1551	-2.1551	-2.1551	1.552	-2.1551	1.6409	-0.9929	-0.3428	0.7791	-2.1551	-0.5328	-2.1551
UROD	7389	0.0927	-0.7881	0.5803	0.5451	-0.4879	-0.4333	0.5534	-1.289	0.4175	1.143	-0.7496	0.641	2.3023	0.6522	-0.5087	-0.6896	0.0659	-2.4949	0.4476
UROS	7390	0.6781	0.7528	1.6304	0.4176	-0.1041	-0.0419	-0.9128	-0.182	0.794	0.1462	-0.6723	0.0964	2.178	-1.5889	0.139	-0.0162	-1.068	-2.1713	-0.0751
USE1	55850	-0.379	-0.6498	-0.8072	-0.7096	0.7789	-0.9923	1.9621	0.1365	-0.9387	-0.3683	0.1467	0.0767	2.9346	-0.5098	-0.529	-0.7174	0.6877	-0.6215	0.4995
USF1	7391	-0.3222	-0.9927	-0.4486	-1.9491	-0.3001	0.2192	0.2046	-0.4539	-0.7644	-0.0908	-0.4544	0.2532	3.159	-0.1046	0.8175	-0.4811	1.0573	-0.1444	0.7955
USF2	7392	-0.1512	-0.0565	0.107	-1.0113	0.3504	-0.6853	1.6786	-0.5101	-0.9199	-0.8505	0.1083	0.753	2.5711	0.8953	-0.3187	-1.3085	0.473	-1.5721	0.4473
USH1C	10083	0.5552	1.7598	0.7483	-0.4761	-1.0104	-0.1755	-1.4315	-0.8206	0.7471	1.6616	-1.092	-0.5136	-1.3182	-0.3271	-0.4607	0.0643	1.757	-1.6852	0.3324
USH1G	124590	-2.3631	-2.3631	-2.3631	-2.3631	1.7998	-0.705	0.8605	1.3368	-2.3631	-1.177	0.0036	-0.9471	-1.6167	-0.8995	0.6071	0.8544	0.5967	-0.7579	0.0443
USH2A	7399	-0.4488	-0.7276	-0.7166	-0.3608	1.8904	-1.2142	-1.4438	-0.3905	-2.5402	-1.7113	0.2827	-0.3833	1.7502	0.9418	0.6137	0.767	0.8888	0.6032	-0.341
USHBP1	83878	0.1018	-0.142	-0.4136	-0.9427	-1.7247	0.3782	-0.9923	-0.0899	-0.6249	1.7701	0.7208	0.9382	2.1347	-0.3768	0.6948	-0.2259	0.1126	-1.8342	0.5158
USMG5	84833	0.3097	-0.0281	0.2623	1.3115	2.1537	-0.4454	0.9373	0.4992	0.1683	-0.2946	-1.7232	-0.2436	1.463	-1.7119	-0.2985	-0.914	-0.2044	-1.3949	0.1537
USO1	8615	1.0632	0.9607	1.1295	1.4128	0.8395	-0.3747	-1.2932	0.3063	0.2847	0.3943	-0.4428	0.4219	-2.9336	0.0133	-0.0882	0.0291	-0.6163	0.0971	-1.2037
USP10	9100	0.2186	-0.1051	1.3335	0.0542	0.1872	0.8731	0.2974	0.8737	0.6707	-0.1483	-0.5785	-0.783	-2.4953	0.2541	-0.3272	-0.4542	-1.0338	2.2758	-1.1131
USP11	8237	0.1741	0.0986	0.2425	0.2212	-2.4671	-0.2733	1.4254	-1.1384	0.2402	1.0427	0.7792	-0.2313	-1.146	-0.6793	-1.1991	-0.2795	0.9662	1.7679	0.456
USP12	219333	1.1857	1.4723	0.9551	1.6562	-0.7935	0.0214	-1.5249	-0.2695	0.8138	0.328	-0.1439	0.4439	-2.389	-0.4808	-0.7443	0.0224	-0.7571	0.6801	-0.4759
USP13	8975	1.3275	1.0561	1.3033	1.2169	-0.1434	0.2215	-1.359	-0.2746	1.5631	1.0646	-0.225	0.5293	-0.5648	-0.7889	-1.2085	-0.1778	-1.3641	-1.5248	-0.6512
USP14	9097	1.3327	1.253	1.35	1.1915	-0.0501	1.3181	-1.4363	0.3838	1.1507	-0.4265	-1.0269	-0.44	-1.5405	-0.0898	-1.0206	-0.3577	-0.8515	0.3909	-1.1307
USP15	9958	0.9178	0.7255	0.4216	1.2407	0.0595	-0.8931	-2.6659	1.453	0.3101	0.1031	-0.456	0.2561	-1.0011	-0.5743	0.3431	-0.6249	-1.0718	1.5841	-0.1277
USP16	10600	0.1939	1.1144	0.8327	1.7757	-0.0698	-0.0692	-1.2146	0.2796	0.2663	-0.0842	0.7128	-0.0345	-3.2317	-0.2316	0.0065	0.0122	-0.2822	0.7688	-0.7449
USP17	391627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
USP1	7398	0.5522	0.3902	0.5543	-0.7607	-0.2547	1.1888	-1.4438	0.5685	2.4381	1.0495	-0.7624	-0.1346	-0.9201	1.0898	-0.6851	-0.0898	-0.8714	-1.6732	-0.2355
USP17L2	377630	-2.2085	-0.4642	-2.2085	-2.2085	-2.2085	-2.2085	-2.2085	-2.2085	-2.2085	-0.9248	-2.2085	-2.2085	1.389	-2.2085	-2.2085	-2.2085	-2.2085	-2.2085	-2.2085
USP17L6P	391622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
USP18	11274	-0.9788	-1.3729	-1.6974	-1.4907	0.7488	1.4085	0.49	0.3382	-0.9898	0.0637	0.7275	-0.4107	-0.2915	0.8884	1.938	1.0461	0.2151	-0.8173	0.1849
USP19	10869	1.4098	0.6019	0.9882	0.1274	-1.0036	-0.6985	-0.8946	-1.5028	1.0109	1.3282	0.0262	1.3012	-1.5341	-0.6339	0.333	0.757	0.6592	-1.4218	-0.8535
USP20	10868	1.0594	0.8682	1.5957	0.5699	-0.9744	-0.955	-0.7308	-1.8455	0.1619	1.004	-0.7107	1.203	1.0787	-1.7195	-0.3433	-0.2846	0.6684	-0.8182	0.1728
USP21	27005	0.6642	-0.4369	0.5726	-2.0591	0.6329	-0.097	-1.0114	-1.2355	0.3013	0.0087	-0.6724	0.5415	0.2538	1.2933	0.7259	0.9621	1.6088	-2.0559	0.0032
USP22	23326	0.149	-0.347	-0.0933	0.0622	-1.3664	0.0011	-0.3133	-1.9367	0.8812	0.1119	1.5753	-0.2287	0.5833	-1.2434	-0.9643	1.6104	2.0332	-0.5125	-0.002
USP24	23358	1.2369	1.638	0.7714	1.6489	-0.9686	-0.0018	-1.7384	-0.9306	0.2191	0.3742	0.069	0.0703	-1.7651	0.177	-0.9174	1.0023	0.3082	-0.0268	-1.1663
USP25	29761	0.9844	1.2418	0.9248	1.2179	0.201	-0.0872	-1.7563	-0.1204	1.2929	0.5497	-0.3667	0.5791	-2.6916	-0.6328	0.1726	0.0608	-0.3558	-0.5151	-0.6993
USP26	83844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
USP27X	389856	2.0862	0.1214	1.2578	0.3258	-0.4987	-0.4951	0.2561	-1.2444	0.5956	0.9169	-0.48	1.0524	-2.3202	0.427	-0.8644	-0.5222	0.6055	-1.161	-0.0587
USP28	57646	1.2376	1.7554	1.3946	1.1155	-0.606	-0.2601	-0.9649	-1.081	1.209	-0.0477	-0.0499	0.377	-1.8801	-0.024	-0.423	0.762	-0.2373	-0.9026	-1.3743
USP2	9099	-0.5916	1.354	-1.3877	1.2717	1.041	0.6547	-0.9961	2.1396	-0.2524	0.3721	-0.3204	-0.0685	0.8213	-0.815	0.0512	-1.4935	-1.3807	0.2026	-0.6022
USP29	57663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
USP30	84749	0.408	-0.511	0.8333	-0.6381	-0.0306	0.3517	-0.7418	-1.8923	0.2576	1.5453	0.0757	0.8552	-0.9215	0.5332	0.1915	1.2385	1.3128	-2.2954	-0.5719
USP31	57478	-0.9163	-0.9863	-1.3477	-1.2197	-0.8341	-0.5252	1.7796	-0.8265	-1.0927	-0.3903	1.5171	-0.3746	0.7116	0.8616	0.3894	1.1387	1.5234	0.4961	0.0959
USP32	84669	0.8755	1.251	0.4984	1.1548	0.7234	0.2987	-0.7113	0.9127	0.9019	0.3604	-0.6619	-0.0818	-2.6976	0.9579	-0.8762	-0.0435	-1.0425	-0.7696	-1.0505
USP33	23032	0.5027	0.5418	0.3317	-0.0229	-0.2021	0.8992	-0.9922	-0.7018	0.2626	0.4246	0.4031	0.4431	-3.2527	1.6202	0.3154	0.738	0.3517	-0.6666	-0.9958
USP34	9736	0.8304	1.3363	1.1242	2.0613	-0.9167	-0.2096	-1.4856	-0.8095	0.9247	0.4947	0.1643	0.1455	-1.7326	-0.0248	-0.7353	0.7627	-0.3563	-0.2269	-1.3469
USP35	57558	0.6189	0.2297	1.9131	-0.338	0.789	-0.4776	-1.8908	-1.6627	0.8266	0.7856	-0.72	1.4998	-1.1552	0.3029	-0.9627	0.82	-0.025	-0.6964	0.1429
USP36	57602	-0.3551	-0.1029	-0.75	0.1941	-1.624	-0.6449	-0.073	0.7577	-1.7206	0.0056	0.5027	-0.2522	1.1563	-0.8694	0.2872	-0.4826	-0.1527	2.5198	1.6039
USP37	57695	0.5877	0.8965	-0.1188	2.3377	-0.57	0.7472	-2.057	-0.9965	0.6277	0.7591	0.4491	0.4244	-1.3695	-0.1407	-0.0086	0.7442	-1.06	-0.0991	-1.1531
USP38	84640	0.0822	0.1011	-0.2472	0.2868	-0.1281	0.265	0.383	1.2328	-0.0559	-0.4492	-0.2341	-0.2219	-3.2738	1.1222	-0.0087	-0.0197	-0.658	2.0746	-0.2512
USP39	10713	1.1854	-0.2237	1.2373	-0.6932	0.8931	-0.1965	0.7145	-0.1054	0.4322	0.8446	-2.5049	-0.4	-0.2146	1.6251	0.2653	-0.6403	0.4168	-1.4314	-1.2044
USP3	9960	0.3686	-0.6691	-0.0557	-1.0672	-1.3609	0.7929	-0.1869	0.5382	-0.3312	-0.679	0.3646	0.5251	-2.6065	0.9937	-0.7411	1.4455	1.4681	0.9111	0.2898
USP40	55230	-0.5676	0.1772	-0.6495	-0.4765	-1.8132	-0.5669	1.1074	-0.7017	-1.1481	-1.0254	1.2529	0.5511	-0.6982	-0.2954	0.4891	1.7745	1.651	1.2751	-0.3357
USP42	84132	-0.0994	-0.0415	-0.6534	-0.4535	-0.9547	0.3557	0.8091	1.1136	-0.8878	-0.5222	1.2598	0.2483	-2.9065	1.2355	0.3768	-0.3472	-0.1102	1.5699	0.0076
USP43	124739	-1.8599	-2.0225	-1.7947	-2.3904	0.9965	0.2164	0.6809	1.1332	-2.3904	-0.9868	0.5517	0.1767	-0.1227	0.2054	0.957	0.2831	0.6143	0.8247	0.1465
USP44	84101	-0.4933	0.8098	0.824	0.6969	-1.1048	1.1786	-0.4532	-1.3877	1.0063	0.5408	0.6613	0.4116	-1.5222	2.0	-1.061	-0.3255	-0.1489	-1.6469	0.0145
USP45	85015	1.1075	1.0424	1.5474	1.3948	0.4388	-0.7191	-2.2289	-0.0485	0.4412	0.5174	-0.0106	0.2801	-1.8923	-0.8967	-0.4868	0.9015	-0.4879	-0.6052	-0.2953
USP46	64854	-0.0279	0.1951	-0.5882	-1.14	1.8191	-0.2992	-0.2957	0.3826	-0.5311	-1.0407	0.3116	-0.6534	-2.1494	1.0206	0.6779	1.6753	1.4938	-0.0555	-0.7948
USP4	7375	1.186	-0.1781	0.882	-1.5224	1.9592	-1.4976	-0.4915	0.3073	-0.5239	0.3326	0.5653	0.5483	-0.9979	-0.5845	0.9062	0.2827	0.818	0.0413	-2.0332
USP47	55031	0.5586	1.0548	1.0389	1.5327	-1.1661	-0.2165	-0.8425	-0.1781	0.7903	0.319	-0.0923	0.358	-2.7697	-1.0295	-0.2936	0.9494	0.5554	0.4037	-0.9726
USP48	84196	1.1156	0.551	1.1802	0.0156	0.1063	0.047	-0.8711	-0.8865	1.0051	0.5844	0.4233	0.977	-2.3985	-0.019	0.1878	0.5629	0.7061	-1.5816	-1.7058
USP49	25862	0.5108	-1.1503	1.1751	0.49	-0.0655	0.0796	-1.0801	-1.0567	0.8165	0.2032	0.7427	0.5805	-0.6116	-0.3821	0.3398	1.3458	0.9426	0.0466	-2.927
USP50	373509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
USP51	158880	1.2194	0.7173	1.348	-0.1648	-0.5095	0.4665	-1.1238	-1.2357	1.1368	1.3359	0.0274	0.9098	-2.2909	-0.8735	-1.0072	0.5051	0.4246	-0.6963	-0.1889
USP53	54532	0.8944	0.4256	-0.8192	1.0149	-0.4286	-0.432	-0.381	0.4063	-0.3388	0.3485	0.4489	0.0881	-3.5265	0.401	0.058	1.3794	0.5717	0.3663	-0.4772
USP54	159195	0.0269	1.0962	-0.7724	0.7926	0.6631	-0.5273	-0.4722	1.1874	-0.6077	-0.2193	0.3411	-0.5624	-3.1058	1.0033	1.2514	0.0222	-0.3031	0.8156	-0.6295
USP5	8078	1.1233	0.2594	1.7142	-0.1411	0.7455	-0.1553	-0.2787	-0.3388	0.81	0.9138	-1.9079	0.0642	1.7815	-0.6044	-0.3617	-0.8188	-0.1771	-2.014	-0.614
USP6	9098	-0.0957	0.5366	0.4177	0.2859	-0.6238	0.212	-1.8898	-0.3625	-1.0112	2.3318	0.7966	0.4877	-1.5666	0.4784	1.5319	0.3681	-0.2244	-1.2625	-0.4101
USP6NL	9712	-0.9194	-0.6716	-0.6573	-0.9729	1.3511	0.3974	-1.2633	3.0704	-0.1231	-0.6786	0.3072	-0.4506	-1.0267	0.3985	-0.1176	0.2753	0.1577	1.0909	-0.1674
USP7	7874	0.0613	0.4559	0.3354	0.8295	1.5322	-1.0506	-0.0256	1.732	-0.1863	-0.2811	-0.4172	-0.8994	-1.991	0.8707	-0.5215	-0.0657	0.6075	1.0211	-2.0073
USP8	9101	0.6863	0.6789	0.3505	0.4727	-0.1118	0.1931	-1.5726	0.0549	0.4603	-0.0981	1.4037	-0.1449	-3.4158	0.4126	0.0583	0.6613	0.1897	0.4213	-0.7005
USP9X	8239	0.9717	1.3276	1.391	1.7222	-0.4627	-0.1614	-1.0394	0.0427	1.2443	0.3081	-0.3437	0.3044	-2.3606	-0.6051	-0.5585	0.2474	-0.5164	-0.2578	-1.2536
USP9Y	8287	0.5844	0.6321	0.6044	-2.0311	-2.0311	0.4094	0.2651	-2.0311	0.5274	0.4938	0.6222	-1.8493	-2.0311	-2.0311	-1.9141	0.6962	-2.0311	0.6053	-1.6769
USPL1	10208	-0.4014	0.7221	-0.6885	-0.6294	-2.6763	-0.2442	0.0975	-1.0753	-1.0773	0.4883	1.3327	0.5429	-0.7695	-0.3471	0.4898	1.3334	1.0287	0.7859	1.0877
UST	10090	-0.225	-0.8897	-0.4346	-0.3406	-1.4451	0.1043	1.4314	-1.2275	-0.9137	0.0626	1.7558	-0.0933	-1.6035	0.2503	-0.4752	1.3465	1.1818	1.4823	0.0332
UTF1	8433	-3.9164	0.9793	-3.9164	-1.3196	-3.9164	-0.5135	-3.9164	1.1952	-3.9164	-0.3133	-0.0695	-3.9164	-3.9164	-1.3029	-3.9164	-3.9164	-3.9164	-3.9164	1.3441
UTP11L	51118	1.6846	1.8557	0.8795	1.8115	-0.25	-0.1715	0.0875	0.17	0.2763	0.1633	-0.9607	-0.3379	-0.508	-1.0705	-1.1704	-1.7183	-1.2412	0.2875	0.2126
UTP14A	10813	0.487	-0.8955	0.0823	0.1347	0.3477	0.2335	0.4311	2.8698	-1.4674	-0.4096	-0.1001	0.3196	-0.124	-2.0224	-0.113	-0.7738	0.6783	1.0764	-0.7548
UTP14C	9724	0.5469	0.8513	0.7554	0.1116	-1.3898	0.8446	-2.0721	-0.774	0.7728	0.5037	0.0393	0.0058	-2.0748	1.5244	0.0149	1.289	0.125	-0.2917	-0.7823
UTP15	84135	-0.8023	0.3146	-0.4171	0.1702	0.0275	1.2607	-1.5542	2.0027	-0.8808	-1.0446	-0.0235	-0.7377	-1.8121	-0.0271	-0.1497	0.5212	0.5079	1.7053	0.9388
UTP18	51096	-1.2847	-1.6572	-1.3464	-0.898	-0.3038	0.433	1.1695	0.968	-1.756	-0.4202	0.3917	-0.3816	1.6691	1.1044	0.7696	-0.1905	0.378	0.9467	0.4084
UTP20	27340	-0.0554	1.0097	0.3182	1.1353	-1.8042	1.1077	-1.0839	-0.0985	-0.1207	0.6123	0.5489	-0.6478	-1.6362	1.578	0.1218	1.4104	-0.8907	-0.1554	-1.3496
UTP23	84294	1.5488	-0.1591	0.4966	0.4349	-1.3176	0.7141	-2.3723	-0.1687	0.2428	0.6259	-0.7112	0.1719	-1.7313	1.0723	-0.8237	0.3567	0.2422	-0.1146	1.4924
UTP3	57050	-0.8005	-0.6854	-0.6619	1.2221	-0.3592	-0.4933	1.771	1.6486	-1.3308	-1.5051	0.2682	-0.7824	0.031	0.7514	-0.1214	-1.094	-0.0378	1.7444	0.4352
UTP6	55813	-1.5886	-0.3043	-0.9988	0.3605	-0.3633	0.3638	0.9658	1.6313	-1.5858	-0.984	0.4645	-0.4951	0.6905	1.2249	1.1459	-1.0652	-0.5466	1.5772	-0.4927
UTRN	7402	0.8167	0.5712	0.4541	1.3624	-0.9715	1.2317	-1.8202	0.2928	0.8667	1.3264	0.0656	0.2971	-2.302	-0.9808	-0.8871	0.2062	-0.0737	0.1475	-0.6031
UTS2	10911	-0.6864	-1.241	-1.241	-0.6988	-0.665	0.0829	-1.241	-0.8586	-0.6946	-1.241	0.6697	-1.241	0.8	-0.6525	1.4673	-0.9524	-1.241	-0.2104	2.3986
UTS2D	257313	1.4109	0.6707	0.3124	0.6622	-2.8707	-1.3124	-2.8707	0.393	1.1626	1.0033	-0.6168	-1.2429	0.2108	-0.5617	-0.7644	-1.4114	-1.3586	-2.8707	1.4425
UTS2R	2837	-2.8672	-2.8672	0.4288	-2.8672	-2.8672	-2.8672	-2.8672	-2.8672	-2.8672	-2.8672	-2.8672	-2.8672	1.5322	0.1855	-1.3287	-2.8672	-2.8672	-2.8672	-0.8177
UTY	7404	-0.0991	-0.2955	-1.3049	-14.8734	-14.8734	-0.5635	-0.0637	-14.8734	-1.3886	-0.3602	1.7737	-14.8734	-14.8734	-14.8734	-14.8734	1.2639	-14.8734	1.0379	-14.8734
UVRAG	7405	0.8856	0.9837	0.8773	1.3218	-2.5375	-0.4373	-0.4625	-1.1851	-0.027	1.4954	0.3163	1.0755	-1.3233	0.271	-0.5596	0.1552	0.1108	-0.9009	-0.0592
UXS1	80146	-1.883	-0.5885	-0.1018	-1.9105	-0.4291	1.2663	1.5611	-0.8101	0.0146	-0.3201	0.8741	-0.3026	-0.9888	-0.1461	0.4397	1.3032	1.609	0.3547	0.0576
UXT	8409	-1.5575	-1.1902	-1.1351	-0.5471	-0.072	-0.1726	2.2055	0.3932	-0.9472	-0.1467	0.2535	-0.4247	2.4344	0.2944	0.1208	-0.5609	0.439	-0.2543	0.8677
VAC14	55697	0.4636	-0.4864	0.4642	-1.265	-0.0192	-0.3824	0.512	-0.999	0.2695	-0.5265	-0.5888	-0.9381	3.0145	0.8638	0.0648	0.1453	0.7186	-1.7769	0.4661
VAMP1	6843	0.355	0.0755	0.5215	0.4089	0.2257	-0.7652	-2.3729	-0.8098	-0.3523	1.5299	-0.7488	1.6865	1.393	-1.0037	-0.9342	0.6155	-0.7193	-0.0625	0.957
VAMP2	6844	0.1325	-0.802	-0.1684	-1.1795	-1.3719	-0.6785	2.0527	-0.1146	-0.9482	1.1791	2.0515	0.3349	-0.2051	-1.208	0.2313	0.2545	0.9436	-0.9947	0.4907
VAMP3	9341	-0.2914	-0.1965	0.1292	-0.5208	-2.2218	0.678	0.8593	1.0736	-0.3894	1.1202	1.3796	-0.3021	-2.0603	-0.9087	0.7573	-0.7787	-0.0927	1.0863	0.679
VAMP4	8674	-0.046	0.4483	0.5757	0.1209	-0.9366	-1.0728	-0.9537	-1.0209	-1.0402	1.0412	0.5272	-0.8255	1.4057	1.6693	-0.1948	1.3725	0.6341	-2.0368	0.3323
VAMP5	10791	0.0006	-0.2495	0.266	0.687	0.6185	-0.1143	-0.0807	-0.6624	-0.2311	0.6488	-1.1525	0.3721	2.6391	-1.837	-0.0004	-1.2027	-0.3114	-1.0262	1.6361
VAMP7	6845	0.3555	0.5565	0.7633	1.1814	0.0948	1.1306	-1.2481	0.4803	1.3721	0.6492	-0.2621	-0.069	-2.7131	0.2929	-0.3637	0.352	-1.4309	-1.1751	0.0333
VAMP8	8673	-1.5927	-1.3286	-1.8354	-1.4685	1.0058	0.2285	1.0758	1.0443	-1.2221	-0.605	0.1342	-0.0028	1.3012	0.6455	0.8749	0.1851	0.9113	0.195	0.4536
VANGL1	81839	-0.7879	-1.36	-0.1461	-2.3347	1.1669	0.8927	0.0231	-0.0862	1.0147	-0.6031	0.3202	-0.6656	-1.1743	1.4038	0.3853	1.6997	0.6682	-0.0822	-0.3344
VANGL2	57216	-1.685	-1.2481	-2.3758	-1.1032	1.268	0.6922	1.0046	0.4693	-0.2338	-0.6801	0.8984	0.0382	-0.2842	0.132	1.0854	1.0424	0.8078	0.2712	-0.0997
VAPA	9218	-0.0207	-0.157	-0.3825	0.8847	1.1137	-0.7264	0.9507	1.7722	-0.326	-0.3841	0.7336	-0.8065	-2.724	-0.4282	0.3281	-1.0315	-0.1661	1.4096	-0.0395
VAPB	9217	0.4813	1.499	0.707	2.1386	-0.5465	-0.7724	-0.397	-0.5033	1.7668	-0.0329	-0.1818	-0.3815	-0.1048	0.4608	-1.4987	0.1122	0.1881	-1.3764	-1.5584
VARS2	57176	-1.1655	-1.1203	-1.1818	-1.7757	1.4922	-1.0046	0.1896	1.8072	-0.7527	-0.4249	0.3473	-0.6596	1.4764	0.3425	0.1979	1.0089	0.7098	0.3138	0.1994
VARS	7407	-1.3581	-0.8284	-0.3774	-1.4182	0.8404	0.2552	1.6288	1.0005	-1.3338	-0.2578	-0.8427	-1.3669	1.8732	0.2545	0.8761	-0.5254	0.4633	0.6331	0.4836
VASH1	22846	1.2047	0.5342	1.8063	0.275	-1.5927	0.0953	-1.2034	-1.1001	1.649	0.0183	-0.1589	1.0633	0.8588	-0.3575	-0.7101	0.0485	-0.7376	-1.7115	0.0182
VASH2	79805	0.3142	0.8043	1.1927	1.4554	-1.8576	1.9592	-0.3959	-0.6737	0.6751	0.211	-0.0166	0.3474	-0.4608	-0.0689	-0.8318	0.059	-1.9848	-1.0973	0.3692
VASN	114990	-0.8485	0.1196	-0.6299	1.8941	-0.6071	0.8123	-0.5495	1.2655	-0.3716	-0.0254	0.2107	-0.8969	0.9638	-0.8764	-0.802	-0.1931	-2.0985	1.077	1.5558
VASP	7408	-0.3512	0.5535	0.2893	0.1021	-1.7279	-0.9761	2.0035	-0.606	0.3663	-0.1223	0.5269	0.1393	0.8195	-0.3854	-0.6225	-1.3057	-1.3276	2.2044	0.42
VAT1	10493	1.1103	-0.3682	1.3444	-0.1839	-0.5677	0.4866	0.6782	0.3106	0.5733	1.8191	-0.9961	0.941	-1.8794	1.017	-1.1846	-0.7312	-0.1299	-1.3746	-0.8651
VAT1L	57687	-1.8189	-0.3178	-0.9219	0.4298	-1.2867	1.8861	0.5254	-0.4458	0.0744	0.5088	-0.0722	0.4983	-0.6374	0.2364	-0.4304	1.937	0.5034	-1.6522	0.9837
VAV1	7409	-0.6737	-0.6054	-1.6161	-0.9734	-0.9883	0.4546	-0.1203	0.2918	-0.7454	0.3479	-0.6511	0.8777	2.3091	1.6211	-0.2185	0.0498	-0.3097	-0.7311	1.6811
VAV2	7410	-0.9006	-1.0179	-1.3343	-0.9551	-1.723	0.8538	0.808	-0.7704	0.2599	0.4232	1.0369	0.0927	1.586	-1.1501	-0.8348	1.0702	1.2921	0.494	0.7693
VAV3	10451	-1.2395	-1.1615	-2.1558	-1.3389	1.3839	0.2022	0.7234	0.5923	-1.2838	-0.164	0.4357	-0.1097	-0.0158	0.9301	1.0821	1.0196	1.2327	-0.4924	0.3595
VAX1	11023	-2.5845	-2.5845	-2.5845	-1.0	-2.5845	1.0	-2.5845	-2.5845	-2.5845	-2.5845	-2.5845	-2.5845	-2.5845	-2.5845	-2.5845	-2.5845	-2.5845	-2.5845	-2.5845
VAX2	25806	-2.0686	-0.8202	-3.0068	-0.1581	-0.6106	0.6609	-0.8643	-0.3752	0.0539	0.2686	0.5296	-0.062	2.9909	0.2927	0.4974	-0.801	-0.0435	-0.4214	0.9309
VBP1	7411	-0.1838	-0.6076	-0.9513	0.3426	0.6245	1.5316	-0.4961	0.5155	0.9028	-0.7046	-0.3519	-1.18	2.6894	1.0122	-0.4831	-0.7018	-1.0772	-1.1363	0.255
VCAM1	7412	-0.7048	0.7006	-1.8558	0.9926	-1.8532	1.4568	-0.5112	0.0454	-0.5152	1.4003	1.2867	-0.5618	0.7101	-0.3363	-0.1505	0.2805	-1.4414	0.2041	0.8531
VCAN	1462	1.0277	0.9027	1.1872	0.7803	-2.0039	1.3544	-1.6129	-0.6516	1.457	0.5893	-0.729	-0.4219	0.2444	-0.6766	-0.6523	0.6594	-1.0658	-0.6768	0.2885
VCL	7414	1.1022	1.1635	1.484	1.2396	-0.3149	-0.0634	-1.1399	-0.7391	1.3914	0.8839	-0.4736	0.6507	-2.0519	-1.1673	-0.8598	0.1333	-0.9587	0.0727	-0.3528
VCP	7415	-0.5268	-0.5089	-0.0153	-0.2993	3.4194	0.064	0.4477	1.3132	0.2573	-0.0505	-0.5302	-1.1154	-0.0129	-1.0482	-0.1299	-1.3414	-0.3288	0.3658	0.0402
